product_id,image_url
15,https://cdn.example.com/accessories/samsung/25000mah-fast-charging-1.jpg
15,https://cdn.example.com/accessories/samsung/25000mah-fast-charging-2.jpg
15,https://cdn.example.com/accessories/samsung/25000mah-fast-charging-3.jpg
16,https://cdn.example.com/accessories/viettel/sim-4g-viettel-max15-1.jpg
16,https://cdn.example.com/accessories/viettel/sim-4g-viettel-max15-2.jpg
16,https://cdn.example.com/accessories/viettel/sim-4g-viettel-max15-3.jpg
17,https://cdn.example.com/accessories/mobifone/sim-5g-mobifone-max10-1.jpg
17,https://cdn.example.com/accessories/mobifone/sim-5g-mobifone-max10-2.jpg
17,https://cdn.example.com/accessories/mobifone/sim-5g-mobifone-max10-3.jpg
18,https://cdn.example.com/accessories/vinaphone/sim-5g-vinaphone-4g60-1.jpg
18,https://cdn.example.com/accessories/vinaphone/sim-5g-vinaphone-4g60-2.jpg
18,https://cdn.example.com/accessories/vinaphone/sim-5g-vinaphone-4g60-3.jpg
19,https://cdn.example.com/accessories/sandisk/ultra-microsd-256gb-1.jpg
19,https://cdn.example.com/accessories/sandisk/ultra-microsd-256gb-2.jpg
19,https://cdn.example.com/accessories/sandisk/ultra-microsd-256gb-3.jpg
20,https://cdn.example.com/accessories/kingston/datatraveler-usb-3.0-64gb-1.jpg
20,https://cdn.example.com/accessories/kingston/datatraveler-usb-3.0-64gb-2.jpg
20,https://cdn.example.com/accessories/kingston/datatraveler-usb-3.0-64gb-3.jpg
21,https://cdn.example.com/accessories/samsung/microsd-card-pro-128gb-1.jpg
21,https://cdn.example.com/accessories/samsung/microsd-card-pro-128gb-2.jpg
21,https://cdn.example.com/accessories/samsung/microsd-card-pro-128gb-3.jpg
22,https://cdn.example.com/accessories/spigen/rugged-armor-case-1.jpg
22,https://cdn.example.com/accessories/spigen/rugged-armor-case-2.jpg
22,https://cdn.example.com/accessories/spigen/rugged-armor-case-3.jpg
23,https://cdn.example.com/accessories/otterbox/defender-series-case-1.jpg
23,https://cdn.example.com/accessories/otterbox/defender-series-case-2.jpg
23,https://cdn.example.com/accessories/otterbox/defender-series-case-3.jpg
24,https://cdn.example.com/accessories/apple/silicone-case-1.jpg
24,https://cdn.example.com/accessories/apple/silicone-case-2.jpg
24,https://cdn.example.com/accessories/apple/silicone-case-3.jpg
